,name,age,date,mv
2462,stefan-bell,17,8,900000
2463,stefan-bell,16,7,900000
2464,taiwo-awoniyi,24,21,2880000
2465,taiwo-awoniyi,23,20,2880000
2466,taiwo-awoniyi,23,20,2880000
2467,taiwo-awoniyi,22,19,4050000
2468,taiwo-awoniyi,22,19,4050000
2469,taiwo-awoniyi,22,19,1350000
2470,taiwo-awoniyi,22,19,1350000
2471,taiwo-awoniyi,21,18,1350000
2472,taiwo-awoniyi,21,18,1350000
2473,taiwo-awoniyi,20,17,360000
2474,taiwo-awoniyi,20,17,360000
2475,taiwo-awoniyi,19,16,270000
2476,taiwo-awoniyi,19,16,270000
2477,taiwo-awoniyi,18,15,270000
2478,taiwo-awoniyi,18,15,270000
2479,ademola-lookman,24,21,9000000
2480,ademola-lookman,23,20,9000000
2481,ademola-lookman,22,19,18000000
2482,ademola-lookman,21,18,10800000
2483,ademola-lookman,21,18,6300000
2484,ademola-lookman,20,17,1350000
2485,ademola-lookman,18,15,6300000
2486,amadou-haidara,21,19,18000000
2487,amadou-haidara,19,17,540000
2488,amadou-haidara,18,16,18000000
2489,angelino,24,21,18000000
2490,angelino,23,20,14400000
2491,angelino,22,19,14400000
2492,angelino,21,18,2700000
2493,angelino,21,18,2700000
2494,angelino,20,17,450000
2495,angelino,20,17,450000
2496,angelino,20,17,270000
2497,angelino,20,17,270000
2498,angelino,20,17,270000
2499,angelino,18,15,270000
2500,angelino,18,15,270000
2501,angelino,17,14,270000
2502,angelino,16,13,270000
2503,anton-rucker,19,20,45000
2504,anton-rucker,17,18,45000
2505,anton-rucker,15,16,45000
2506,christopher-nkunku,21,19,10800000
2507,christopher-nkunku,18,15,10800000
2508,christopher-nkunku,17,15,10800000
2509,christopher-nkunku,16,14,10800000
2510,christopher-nkunku,13,11,10800000
2511,dani-olmo,22,20,31500000
2512,dani-olmo,17,15,31500000
2513,dani-olmo,16,14,31500000
2514,dani-olmo,16,14,31500000
2515,dani-olmo,15,13,31500000
2516,dani-olmo,9,7,31500000
2517,dayot-upamecano,19,17,4500000
2518,dayot-upamecano,17,15,31500000
2519,dennis-borkowski,18,20,31500000
2520,dennis-borkowski,17,19,31500000
2521,dennis-borkowski,15,17,31500000
2522,dennis-borkowski,12,14,31500000
2523,emil-forsberg,24,15,630000
2524,emil-forsberg,22,13,158000
2525,emil-forsberg,18,9,630000
2526,eric-martel,17,19,630000
2527,eric-martel,16,18,630000
2528,eric-martel,15,17,630000
2529,ethan-ampadu,21,21,8100000
2530,ethan-ampadu,20,20,8100000
2531,ethan-ampadu,20,20,8100000
2532,ethan-ampadu,19,19,9000000
2533,ethan-ampadu,17,17,9000000
2534,ethan-ampadu,16,16,9000000
2535,fabrice-hartmann,18,19,9000000
2536,fabrice-hartmann,17,18,9000000
2537,fabrice-hartmann,15,16,9000000
2538,frederik-jakel,21,22,225000
2539,frederik-jakel,19,20,135000
2540,frederik-jakel,18,19,135000
2541,frederik-jakel,17,18,135000
2542,frederik-jakel,16,17,135000
2543,gustav-grubbe,17,20,135000
2544,gustav-grubbe,16,19,135000
2545,hannes-wolf,22,21,9000000
2546,hannes-wolf,21,20,9900000
2547,hannes-wolf,20,19,10800000
2548,hannes-wolf,18,17,450000
2549,hannes-wolf,17,16,450000
2550,hannes-wolf,16,15,450000
2551,hannes-wolf,15,14,450000
2552,hannes-wolf,13,12,450000
2553,hannes-wolf,13,12,450000
2554,hannes-wolf,9,8,450000
2555,ibrahima-konate,18,17,270000
2556,ibrahima-konate,18,17,270000
2557,ibrahima-konate,17,16,270000
2558,ibrahima-konate,15,14,270000
2559,joscha-wosz,17,19,270000
2560,joscha-wosz,16,18,270000
2561,joscha-wosz,13,15,270000
2562,kevin-kampl,27,17,13500000
2563,kevin-kampl,25,15,8100000
2564,kevin-kampl,25,15,8100000
2565,kevin-kampl,22,12,315000
2566,kevin-kampl,22,12,315000
2567,kevin-kampl,21,11,90000
2568,kevin-kampl,21,11,90000
2569,kevin-kampl,20,10,90000
2570,kevin-kampl,20,10,90000
2571,kevin-kampl,19,9,90000
2572,kevin-kampl,17,7,90000
2573,kevin-kampl,16,6,90000
2574,kevin-kampl,8,98,90000
2575,konrad-laimer,20,17,7200000
2576,konrad-laimer,18,15,315000
2577,konrad-laimer,17,14,68000
2578,konrad-laimer,16,13,68000
2579,konrad-laimer,15,12,68000
2580,konrad-laimer,14,11,68000
2581,konrad-laimer,10,7,68000
2582,kossivi-amededjisso,18,20,68000
2583,kossivi-amededjisso,16,18,68000
2584,kossivi-amededjisso,15,17,68000
2585,lukas-klostermann,18,14,315000
2586,lukas-klostermann,18,14,315000
2587,lukas-klostermann,17,13,315000
2588,lukas-klostermann,16,12,315000
2589,lukas-klostermann,14,10,315000
2590,lukas-klostermann,12,8,315000
2591,mads-bidstrup,19,20,810000
2592,mads-bidstrup,18,19,810000
2593,mads-bidstrup,17,18,810000
2594,mads-bidstrup,17,18,810000
2595,mads-bidstrup,16,17,810000
2596,malik-talabidi,19,20,135000
2597,malik-talabidi,18,19,135000
2598,malik-talabidi,17,18,135000
2599,malik-talabidi,16,17,135000
2600,malik-talabidi,15,16,135000
2601,malik-talabidi,12,13,135000
2602,marcel-halstenberg,24,15,720000
2603,marcel-halstenberg,22,13,225000
2604,marcel-halstenberg,20,11,68000
2605,marcel-halstenberg,19,10,68000
2606,marcel-halstenberg,17,8,68000
2607,marcel-halstenberg,15,6,68000
2608,marcel-halstenberg,8,99,68000
2609,marcel-sabitzer,21,15,3600000
2610,marcel-sabitzer,20,14,1800000
2611,marcel-sabitzer,20,14,1800000
2612,marcel-sabitzer,19,13,1080000
2613,marcel-sabitzer,16,10,1080000
2614,marcel-sabitzer,16,10,1080000
2615,marcel-sabitzer,15,9,1080000
2616,marcel-sabitzer,15,9,1080000
2617,marcel-sabitzer,14,8,1080000
2618,marcel-sabitzer,7,1,1080000
2619,matthew-bondswell,19,21,45000
2620,matthew-bondswell,18,20,45000
2621,matthew-bondswell,17,19,45000
2622,matthew-bondswell,16,18,45000
2623,matti-cebulla,17,19,45000
2624,matti-cebulla,16,18,45000
2625,matti-cebulla,14,16,45000
2626,matti-cebulla,13,15,45000
2627,max-winterton,21,18,45000
2628,max-winterton,19,16,45000
2629,moritz-schulze,19,20,45000
2630,moritz-schulze,17,18,45000
2631,moritz-schulze,17,18,45000
2632,moritz-schulze,15,16,45000
2633,noah-jean-holm,19,20,45000
2634,noah-jean-holm,17,18,45000
2635,noah-jean-holm,16,17,45000
2636,nordi-mukiele,21,18,12600000
2637,nordi-mukiele,20,17,720000
2638,nordi-mukiele,18,15,720000
2639,nordi-mukiele,17,14,720000
2640,nordi-mukiele,17,14,720000
2641,nordi-mukiele,16,13,720000
2642,oliver-bias,19,20,45000
2643,oliver-bias,19,20,45000
2644,oliver-bias,17,18,45000
2645,oliver-bias,16,17,45000
2646,oliver-bias,14,15,45000
2647,patrik-schick,24,20,22500000
2648,patrik-schick,24,20,22500000
2649,patrik-schick,23,19,13500000
2650,patrik-schick,22,18,18000000
2651,patrik-schick,22,18,18000000
2652,patrik-schick,21,17,13500000
2653,patrik-schick,20,16,450000
2654,patrik-schick,20,16,450000
2655,patrik-schick,19,15,180000
2656,patrik-schick,18,14,180000
2657,patrik-schick,17,13,180000
2658,peter-gulacsi,25,15,1580000
2659,peter-gulacsi,23,13,270000
2660,peter-gulacsi,22,12,270000
2661,peter-gulacsi,21,11,270000
2662,peter-gulacsi,21,10,270000
2663,peter-gulacsi,20,10,270000
2664,peter-gulacsi,20,10,270000
2665,peter-gulacsi,20,10,270000
2666,peter-gulacsi,19,9,270000
2667,peter-gulacsi,19,9,270000
2668,peter-gulacsi,18,8,270000
2669,peter-gulacsi,18,8,270000
2670,peter-gulacsi,17,7,270000
2671,peter-gulacsi,17,7,270000
2672,peter-gulacsi,15,5,270000
2673,peter-gulacsi,13,3,270000
2674,philipp-tschauner,34,19,360000
2675,philipp-tschauner,34,19,360000
2676,philipp-tschauner,34,19,630000
2677,philipp-tschauner,30,15,360000
2678,philipp-tschauner,26,11,360000
2679,philipp-tschauner,21,6,225000
2680,philipp-tschauner,19,4,225000
2681,philipp-tschauner,17,2,225000
2682,philipp-tschauner,15,0,225000
2683,philipp-tschauner,10,95,225000
2684,solomon-bonnah,17,20,225000
2685,solomon-bonnah,16,19,225000
2686,solomon-bonnah,15,18,225000
2687,solomon-bonnah,9,12,225000
2688,tim-schreiber,18,20,225000
2689,tim-schreiber,17,19,225000
2690,tim-schreiber,16,18,225000
2691,tim-schreiber,12,14,225000
2692,timo-werner,24,20,57600000
2693,timo-werner,20,16,7200000
2694,timo-werner,17,13,7200000
2695,timo-werner,16,12,7200000
2696,timo-werner,15,11,7200000
2697,timo-werner,6,2,7200000
2698,tom-krauss,21,22,270000
2699,tom-krauss,19,20,270000
2700,tom-krauss,18,19,270000
2701,tom-krauss,17,18,270000
2702,tom-krauss,15,16,270000
2703,tom-krauss,10,11,270000
2704,tyler-adams,20,19,4050000
2705,tyler-adams,18,16,45000
2706,tyler-adams,17,16,45000
2707,tyler-adams,16,15,45000
2708,tyler-adams,16,15,45000
2709,willi-orban,23,15,2250000
2710,willi-orban,19,11,2250000
2711,willi-orban,17,9,2250000
2712,willi-orban,15,7,2250000
2713,yussuf-poulsen,19,13,360000
2714,yussuf-poulsen,18,12,360000
2715,yussuf-poulsen,17,11,360000
2716,yvon-mvogo,28,22,2160000
2717,yvon-mvogo,26,20,2160000
2718,yvon-mvogo,23,17,2700000
2719,yvon-mvogo,17,11,45000
2720,yvon-mvogo,16,10,2700000
2721,abdelhamid-sabiri,23,20,1530000
2722,abdelhamid-sabiri,22,19,1350000
2723,abdelhamid-sabiri,20,17,360000
2724,abdelhamid-sabiri,20,17,45000
2725,abdelhamid-sabiri,19,16,45000
2726,abdelhamid-sabiri,18,15,45000
2727,abdelhamid-sabiri,17,14,45000
2728,abdelhamid-sabiri,16,13,45000
2729,antony-evans,22,20,45000
2730,antony-evans,21,19,45000
2731,antony-evans,21,19,45000
2732,antony-evans,19,17,45000
2733,antony-evans,19,17,45000
2734,antony-evans,17,15,45000
2735,antony-evans,16,14,45000
2736,ben-zolinski,28,20,653000
2737,ben-zolinski,24,16,90000
2738,ben-zolinski,22,14,68000
2739,ben-zolinski,21,13,90000
2740,ben-zolinski,20,12,45000
2741,ben-zolinski,20,12,23000
2742,ben-zolinski,20,11,45000
2743,ben-zolinski,19,11,45000
2744,ben-zolinski,19,11,45000
2745,ben-zolinski,17,9,45000
2746,christian-strohdiek,28,16,540000
2747,christian-strohdiek,27,15,810000
2748,christian-strohdiek,20,8,45000
2749,christian-strohdiek,19,7,45000
2750,christian-strohdiek,17,5,45000
2751,christian-strohdiek,15,3,45000
2752,christian-strohdiek,12,0,45000
2753,dennis-jastrzembski,21,21,540000
2754,dennis-jastrzembski,20,20,450000
2755,dennis-jastrzembski,18,18,450000
2756,dennis-jastrzembski,17,17,450000
2757,dennis-jastrzembski,16,16,450000
2758,dennis-jastrzembski,15,15,450000
2759,dennis-jastrzembski,13,13,450000
2760,dennis-srbeny,26,20,900000
2761,dennis-srbeny,24,18,360000
2762,dennis-srbeny,23,17,158000
2763,dennis-srbeny,21,15,135000
2764,dennis-srbeny,20,14,45000
2765,dennis-srbeny,19,13,45000
2766,dennis-srbeny,17,11,45000
2767,dennis-srbeny,15,9,45000
2768,gerrit-holtmann,25,20,1080000
2769,gerrit-holtmann,25,20,1080000
2770,gerrit-holtmann,24,19,1350000
2771,gerrit-holtmann,21,16,540000
2772,gerrit-holtmann,20,15,113000
2773,gerrit-holtmann,19,14,113000
2774,gerrit-holtmann,18,13,113000
2775,gerrit-holtmann,18,13,113000
2776,gerrit-holtmann,17,12,113000
2777,gerrit-holtmann,16,11,113000
2778,gerrit-holtmann,15,10,113000
2779,gianni-azzinnari,19,20,113000
2780,gianni-azzinnari,18,19,113000
2781,gianni-azzinnari,17,18,113000
2782,gianni-azzinnari,15,16,113000
2783,jamilu-collins,23,17,180000
2784,jamilu-collins,23,17,180000
2785,jamilu-collins,23,17,180000
2786,jamilu-collins,23,17,180000
2787,jamilu-collins,23,16,180000
2788,jamilu-collins,22,16,90000
2789,jamilu-collins,22,16,90000
2790,jamilu-collins,22,16,90000
2791,jamilu-collins,22,16,90000
2792,jamilu-collins,22,16,90000
2793,jamilu-collins,21,15,45000
2794,jamilu-collins,20,14,45000
2795,jamilu-collins,20,14,45000
2796,jamilu-collins,19,13,45000
2797,jamilu-collins,18,12,45000
2798,jannik-huth,25,19,270000
2799,jannik-huth,24,18,675000
2800,jannik-huth,24,18,450000
2801,jannik-huth,21,15,158000
2802,jannik-huth,19,13,158000
2803,jannik-huth,17,11,158000
2804,jannik-huth,15,9,158000
2805,jannik-huth,13,7,158000
2806,kai-proger,27,19,158000
2807,kai-proger,25,17,135000
2808,kai-proger,23,15,90000
2809,kai-proger,22,14,135000
2810,kai-proger,21,13,135000
2811,kai-proger,20,12,135000
2812,kai-proger,19,11,135000
2813,klaus-gjasula,30,20,653000
2814,klaus-gjasula,28,18,315000
2815,klaus-gjasula,26,16,203000
2816,klaus-gjasula,26,16,113000
2817,klaus-gjasula,23,13,45000
2818,klaus-gjasula,22,12,45000
2819,klaus-gjasula,20,10,45000
2820,klaus-gjasula,19,9,45000
2821,klaus-gjasula,18,8,45000
2822,klaus-gjasula,18,8,45000
2823,laurent-jans,28,20,675000
2824,laurent-jans,28,20,495000
2825,laurent-jans,27,19,630000
2826,laurent-jans,26,18,1080000
2827,laurent-jans,23,15,158000
2828,laurent-jans,19,11,158000
2829,laurent-jans,16,8,158000
2830,leon-bruggemeier,23,20,90000
2831,leon-bruggemeier,21,18,45000
2832,leon-bruggemeier,19,16,45000
2833,leon-bruggemeier,17,14,45000
2834,leon-bruggemeier,16,13,45000
2835,leon-bruggemeier,15,12,45000
2836,leon-bruggemeier,13,10,45000
2837,leon-bruggemeier,11,8,45000
2838,leopold-zingerle,23,17,225000
2839,leopold-zingerle,22,16,180000
2840,leopold-zingerle,21,15,135000
2841,leopold-zingerle,19,13,90000
2842,leopold-zingerle,17,11,90000
2843,leopold-zingerle,15,9,90000
2844,luca-kilian,21,20,1170000
2845,luca-kilian,20,19,113000
2846,luca-kilian,19,18,113000
2847,luca-kilian,17,16,113000
2848,luca-kilian,16,15,113000
2849,luca-kilian,15,14,113000
2850,luca-kilian,12,11,113000
2851,marlon-ritter,26,20,360000
2852,marlon-ritter,24,18,450000
2853,marlon-ritter,24,18,450000
2854,marlon-ritter,23,17,180000
2855,marlon-ritter,22,16,180000
2856,marlon-ritter,20,14,90000
2857,marlon-ritter,19,13,90000
2858,marlon-ritter,17,11,90000
2859,marlon-ritter,16,10,90000
2860,marlon-ritter,15,9,90000
2861,marlon-ritter,15,9,90000
2862,marlon-ritter,8,2,90000
2863,massih-wassey,32,20,90000
2864,massih-wassey,32,20,135000
2865,massih-wassey,31,19,180000
2866,massih-wassey,29,17,180000
2867,massih-wassey,28,16,135000
2868,massih-wassey,25,13,135000
2869,massih-wassey,24,12,90000
2870,massih-wassey,23,11,90000
2871,massih-wassey,23,11,90000
2872,massih-wassey,23,11,45000
2873,massih-wassey,21,9,45000
2874,massih-wassey,19,7,45000
2875,massih-wassey,18,6,45000
2876,massih-wassey,17,5,45000
2877,mohamed-drager,24,20,1440000
2878,mohamed-drager,24,20,1440000
2879,mohamed-drager,22,18,180000
2880,mohamed-drager,22,18,90000
2881,mohamed-drager,19,15,68000
2882,mohamed-drager,17,13,68000
2883,mohamed-drager,15,11,68000
2884,mohamed-drager,13,9,68000
2885,philimon-tawiah,20,19,68000
2886,philimon-tawiah,17,15,68000
2887,rifet-kapic,26,21,428000
2888,rifet-kapic,25,20,428000
2889,rifet-kapic,24,19,585000
2890,rifet-kapic,24,19,585000
2891,rifet-kapic,24,19,585000
2892,rifet-kapic,24,19,585000
2893,rifet-kapic,23,18,450000
2894,rifet-kapic,23,18,450000
2895,rifet-kapic,21,16,450000
2896,rifet-kapic,20,15,450000
2897,rifet-kapic,20,15,450000
2898,rifet-kapic,19,14,450000
2899,rifet-kapic,18,13,450000
2900,samuel-fridjonsson,24,20,360000
2901,samuel-fridjonsson,24,20,450000
2902,samuel-fridjonsson,24,19,450000
2903,samuel-fridjonsson,23,19,270000
2904,samuel-fridjonsson,20,16,270000
2905,samuel-fridjonsson,17,13,270000
2906,samuel-fridjonsson,15,11,270000
2907,sebastian-schonlau,21,15,68000
2908,sebastian-schonlau,20,14,90000
2909,sebastian-schonlau,19,13,90000
2910,sebastian-schonlau,18,12,90000
2911,sebastian-vasiliadis,21,18,315000
2912,sebastian-vasiliadis,19,16,45000
2913,sebastian-vasiliadis,17,14,45000
2914,sebastian-vasiliadis,16,13,45000
2915,sebastian-vasiliadis,15,12,45000
2916,streli-mamba,25,19,495000
2917,streli-mamba,22,16,45000
2918,streli-mamba,21,15,45000
2919,streli-mamba,20,14,45000
2920,streli-mamba,20,14,45000
2921,streli-mamba,19,13,23000
2922,streli-mamba,18,12,23000
2923,streli-mamba,17,11,23000
2924,streli-mamba,16,10,23000
2925,streli-mamba,16,10,23000
2926,streli-mamba,15,9,23000
2927,streli-mamba,14,8,23000
2928,streli-mamba,12,6,23000
2929,streli-mamba,10,4,23000
2930,sven-michel,26,16,315000
2931,sven-michel,24,14,158000
2932,sven-michel,23,13,68000
2933,sven-michel,21,11,68000
2934,sven-michel,20,10,68000
2935,sven-michel,19,9,68000
2936,sven-michel,17,7,68000
2937,sven-michel,15,5,68000
2938,sven-michel,14,4,68000
2939,sven-michel,13,3,68000
2940,uwe-hunemeier,32,18,900000
2941,uwe-hunemeier,29,15,1350000
2942,uwe-hunemeier,27,13,450000
2943,uwe-hunemeier,24,10,360000
2944,uwe-hunemeier,23,9,225000
2945,uwe-hunemeier,21,7,225000
2946,uwe-hunemeier,20,6,225000
2947,uwe-hunemeier,18,4,225000
2948,uwe-hunemeier,16,2,225000
2949,uwe-hunemeier,15,1,225000
2950,uwe-hunemeier,14,0,225000
2951,uwe-hunemeier,11,97,225000
2952,ahmed-kutucu,19,19,360000
2953,ahmed-kutucu,17,17,360000
2954,ahmed-kutucu,16,16,360000
2955,ahmed-kutucu,15,15,360000
2956,ahmed-kutucu,11,11,360000
2957,ahmed-kutucu,6,6,360000
2958,alessandro-schopf,22,16,1350000
2959,alessandro-schopf,20,14,360000
2960,alessandro-schopf,20,14,180000
2961,alessandro-schopf,18,12,23000
2962,alessandro-schopf,17,11,23000
2963,alessandro-schopf,16,10,23000
2964,alessandro-schopf,15,9,23000
2965,alessandro-schopf,13,7,23000
2966,alexander-nubel,24,20,8550000
2967,alexander-nubel,19,15,90000
2968,alexander-nubel,18,14,90000
2969,alexander-nubel,17,13,90000
2970,alexander-nubel,15,11,90000
2971,alexander-nubel,9,5,90000
2972,amine-harit,20,17,1800000
2973,amine-harit,19,16,1800000
2974,amine-harit,19,16,1800000
2975,bastian-oczipka,28,17,3150000
2976,bastian-oczipka,23,12,1350000
2977,bastian-oczipka,22,11,2250000
2978,bastian-oczipka,21,10,810000
2979,bastian-oczipka,21,9,810000
2980,bastian-oczipka,19,8,45000
2981,bastian-oczipka,19,8,45000
2982,bastian-oczipka,17,6,45000
2983,bastian-oczipka,15,4,45000
2984,bastian-oczipka,10,99,45000
2985,bastian-oczipka,8,97,45000
2986,benito-raman,24,19,10800000
2987,benito-raman,23,18,2250000
2988,benito-raman,23,18,2250000
2989,benito-raman,22,17,1800000
2990,benito-raman,21,16,1350000
2991,benito-raman,21,16,1800000
2992,benito-raman,21,16,2700000
2993,benito-raman,19,14,900000
2994,benito-raman,18,13,900000
2995,benito-raman,18,13,900000
2996,benito-raman,18,13,450000
2997,benito-raman,16,11,225000
2998,benito-raman,15,10,450000
2999,benjamin-stambouli,26,16,6300000
3000,benjamin-stambouli,25,15,4500000
3001,benjamin-stambouli,24,14,4500000
3002,benjamin-stambouli,20,10,4500000
3003,benjamin-stambouli,19,9,4500000
3004,daniel-caligiuri,32,20,3600000
3005,daniel-caligiuri,29,17,5850000
3006,daniel-caligiuri,25,13,4050000
3007,daniel-caligiuri,22,10,405000
3008,daniel-caligiuri,19,7,405000
3009,daniel-caligiuri,17,5,405000
3010,daniel-caligiuri,15,3,405000
3011,daniel-caligiuri,13,1,405000
3012,guido-burgstaller,31,20,1350000
3013,guido-burgstaller,28,17,1800000
3014,guido-burgstaller,26,15,1350000
3015,guido-burgstaller,25,14,1350000
3016,guido-burgstaller,22,11,675000
3017,guido-burgstaller,19,8,135000
3018,guido-burgstaller,18,7,135000
3019,guido-burgstaller,17,6,135000
3020,guido-burgstaller,15,4,135000
3021,guido-burgstaller,14,3,135000
3022,jean-clair-todibo,22,22,12600000
3023,jean-clair-todibo,20,20,12600000
3024,jean-clair-todibo,20,20,8100000
3025,jean-clair-todibo,20,20,9000000
3026,jean-clair-todibo,19,19,7200000
3027,jean-clair-todibo,18,18,7200000
3028,jean-clair-todibo,17,17,7200000
3029,jean-clair-todibo,16,16,7200000
3030,jonjoe-kenny,23,20,8550000
3031,jonjoe-kenny,22,19,4500000
3032,jonjoe-kenny,20,17,225000
3033,jonjoe-kenny,19,16,225000
3034,jonjoe-kenny,19,16,225000
3035,jonjoe-kenny,18,15,225000
3036,jonjoe-kenny,18,15,225000
3037,jonjoe-kenny,17,14,225000
3038,jonjoe-kenny,16,13,225000
3039,juan-miranda,21,21,3600000
3040,juan-miranda,20,20,3600000
3041,juan-miranda,20,20,3600000
3042,juan-miranda,19,19,4500000
3043,juan-miranda,19,19,4500000
3044,juan-miranda,18,18,900000
3045,juan-miranda,17,17,900000
3046,juan-miranda,16,16,900000
3047,juan-miranda,14,14,900000
3048,markus-schubert,23,21,1620000
3049,markus-schubert,22,20,1620000
3050,markus-schubert,21,19,900000
3051,markus-schubert,17,15,135000
3052,markus-schubert,16,14,135000
3053,markus-schubert,15,13,135000
3054,markus-schubert,13,11,135000
3055,matija-nastasic,22,15,12600000
3056,matija-nastasic,22,15,11700000
3057,matija-nastasic,22,15,18900000
3058,matija-nastasic,19,12,4950000
3059,matija-nastasic,18,11,900000
3060,matija-nastasic,18,11,360000
3061,matija-nastasic,18,11,360000
3062,matija-nastasic,17,10,360000
3063,michael-gregoritsch,26,20,4950000
3064,michael-gregoritsch,26,20,6300000
3065,michael-gregoritsch,23,17,3150000
3066,michael-gregoritsch,21,15,1350000
3067,michael-gregoritsch,21,15,1350000
3068,michael-gregoritsch,21,15,540000
3069,michael-gregoritsch,20,14,405000
3070,michael-gregoritsch,20,14,405000
3071,michael-gregoritsch,19,13,180000
3072,michael-gregoritsch,18,12,180000
3073,michael-gregoritsch,17,11,225000
3074,michael-gregoritsch,17,11,225000
3075,michael-gregoritsch,16,10,90000
3076,michael-gregoritsch,15,9,90000
3077,michael-gregoritsch,14,8,90000
3078,michael-langer,32,17,450000
3079,michael-langer,31,16,180000
3080,michael-langer,31,16,180000
3081,michael-langer,29,14,90000
3082,michael-langer,27,12,180000
3083,michael-langer,25,10,315000
3084,michael-langer,23,8,360000
3085,michael-langer,21,6,135000
3086,michael-langer,18,3,135000
3087,michael-langer,17,2,135000
3088,michael-langer,16,1,135000
3089,nassim-boujellab,20,19,135000
3090,nassim-boujellab,19,18,135000
3091,nassim-boujellab,17,16,135000
3092,nassim-boujellab,16,15,135000
3093,nassim-boujellab,15,14,135000
3094,nassim-boujellab,10,9,135000
3095,omar-mascarell,25,18,7200000
3096,omar-mascarell,25,18,7200000
3097,omar-mascarell,23,16,1350000
3098,omar-mascarell,23,16,1350000
3099,omar-mascarell,22,15,450000
3100,omar-mascarell,22,15,450000
3101,omar-mascarell,21,14,900000
3102,omar-mascarell,18,11,900000
3103,omar-mascarell,17,10,900000
3104,ozan-kabak,19,19,13500000
3105,ozan-kabak,19,19,5850000
3106,ozan-kabak,18,18,135000
3107,ozan-kabak,17,17,135000
3108,ozan-kabak,16,16,135000
3109,ozan-kabak,15,15,135000
3110,rabbi-matondo,19,19,135000
3111,rabbi-matondo,17,17,135000
3112,rabbi-matondo,16,16,135000
3113,salif-sane,28,18,16200000
3114,salif-sane,23,13,2250000
3115,salif-sane,22,12,1800000
3116,salif-sane,22,12,1800000
3117,salif-sane,21,11,315000
3118,salif-sane,20,10,315000
3119,salif-sane,19,9,315000
3120,suat-serdar,21,18,6750000
3121,suat-serdar,18,15,45000
3122,suat-serdar,17,14,45000
3123,suat-serdar,15,12,45000
3124,suat-serdar,11,8,45000
3125,weston-mckennie,23,21,19800000
3126,weston-mckennie,22,20,18000000
3127,weston-mckennie,19,17,90000
3128,weston-mckennie,18,16,18000000
3129,akaki-gogia,25,17,1170000
3130,akaki-gogia,25,17,1170000
3131,akaki-gogia,25,17,1170000
3132,akaki-gogia,24,16,450000
3133,akaki-gogia,23,15,540000
3134,akaki-gogia,21,13,630000
3135,akaki-gogia,21,13,630000
3136,akaki-gogia,20,12,540000
3137,akaki-gogia,20,12,540000
3138,akaki-gogia,19,11,113000
3139,akaki-gogia,19,11,68000
3140,akaki-gogia,18,10,45000
3141,akaki-gogia,17,9,45000
3142,akaki-gogia,15,7,45000
3143,akaki-gogia,12,4,45000
3144,akaki-gogia,10,2,45000
3145,anthony-ujah,29,19,1350000
3146,anthony-ujah,28,18,2700000
3147,anthony-ujah,26,16,4950000
3148,anthony-ujah,25,15,4050000
3149,anthony-ujah,23,13,1580000
3150,anthony-ujah,23,13,1580000
3151,anthony-ujah,22,12,1580000
3152,anthony-ujah,21,11,2340000
3153,anthony-ujah,20,10,2340000
3154,anthony-ujah,19,9,2340000
3155,christian-gentner,34,19,1350000
3156,christian-gentner,25,10,6300000
3157,christian-gentner,23,8,3600000
3158,christian-gentner,23,8,3600000
3159,christian-gentner,22,7,1170000
3160,christian-gentner,20,5,225000
3161,christian-gentner,19,4,225000
3162,christian-gentner,17,2,225000
3163,christian-gentner,15,0,225000
3164,christian-gentner,14,99,225000
3165,christian-gentner,13,98,225000
3166,christopher-lenz,24,18,315000
3167,christopher-lenz,23,17,180000
3168,christopher-lenz,22,16,180000
3169,christopher-lenz,18,12,180000
3170,christopher-lenz,18,12,180000
3171,christopher-lenz,17,11,180000
3172,christopher-lenz,16,10,180000
3173,christopher-lenz,14,8,180000
3174,christopher-trimmel,27,14,810000
3175,christopher-trimmel,22,9,68000
3176,christopher-trimmel,21,8,68000
3177,christopher-trimmel,19,6,68000
3178,ensar-aksakal,19,20,90000
3179,ensar-aksakal,17,18,90000
3180,ensar-aksakal,16,17,90000
3181,felix-kroos,29,20,585000
3182,felix-kroos,25,16,1170000
3183,felix-kroos,25,16,1170000
3184,felix-kroos,25,16,1800000
3185,felix-kroos,19,10,450000
3186,felix-kroos,18,9,270000
3187,felix-kroos,17,8,90000
3188,felix-kroos,16,7,90000
3189,felix-kroos,15,6,90000
3190,felix-kroos,11,2,90000
3191,fisnik-asllani,18,20,90000
3192,fisnik-asllani,17,19,90000
3193,fisnik-asllani,16,18,90000
3194,fisnik-asllani,14,16,90000
3195,florian-flecker,25,20,540000
3196,florian-flecker,24,19,810000
3197,florian-flecker,23,18,315000
3198,florian-flecker,22,17,315000
3199,florian-flecker,20,15,315000
3200,florian-flecker,19,14,315000
3201,florian-flecker,17,12,315000
3202,florian-flecker,15,10,315000
3203,florian-hubner,27,18,675000
3204,florian-hubner,25,16,720000
3205,florian-hubner,22,13,180000
3206,florian-hubner,20,11,180000
3207,florian-hubner,19,10,45000
3208,florian-hubner,18,9,180000
3209,georgios-labroussis,17,19,180000
3210,georgios-labroussis,16,18,180000
3211,grischa-promel,22,17,540000
3212,grischa-promel,20,15,90000
3213,grischa-promel,20,15,90000
3214,grischa-promel,19,14,90000
3215,grischa-promel,18,13,90000
3216,grischa-promel,17,12,90000
3217,grischa-promel,15,10,90000
